Center Attacking Midfield
Center Back
Center Defensive Midfield
Center Forward
Center Midfield
Goalkeeper
Left Attacking Midfield
Left Back
Left Center Back
Left Center Forward
Left Center Midfield
Left Defensive Midfield
Left Midfield
Left Wing
Left Wing Back
Right Attacking Midfield
Right Back
Right Center Back
Right Center Forward
Right Center Midfield
Right Defensive Midfield
Right Midfield
Right Wing
Right Wing Back
Secondary Striker
